ID,VEHICLE,CONFIDENCE
1,JEEP,89
1,JEEP,86
1,TRICYCLE,85
1,TRICYCLE,87
1,TRICYCLE,89
1,TRICYCLE,88
1,TRICYCLE,88
1,TRICYCLE,87
1,TRICYCLE,85
1,TRICYCLE,86
1,JEEP,86
1,JEEP,91
1,MULTICAB,89
1,JEEP,85
1,MULTICAB,87
1,JEEP,86
1,JEEP,89
1,JEEP,89
1,JEEP,88
1,JEEP,87
1,JEEP,87
1,JEEP,86
1,JEEP,87
1,JEEP,86
1,JEEP,86
1,JEEP,86
1,JEEP,86
1,JEEP,86
3,JEEP,91
3,JEEP,92
3,JEEP,87
3,JEEP,89
3,JEEP,89
3,JEEP,87
3,JEEP,86
3,JEEP,88
4,JEEP,85
3,MULTICAB,86
3,JEEP,87
4,JEEP,87
3,JEEP,86
3,JEEP,86
3,JEEP,85
3,JEEP,90
3,JEEP,90
3,JEEP,93
3,JEEP,90
3,JEEP,90
3,JEEP,88
3,JEEP,91
3,JEEP,90
5,JEEP,85
3,JEEP,87
3,JEEP,92
3,JEEP,92
3,JEEP,91
3,JEEP,89
3,JEEP,92
3,JEEP,93
3,JEEP,87
3,JEEP,93
3,JEEP,92
3,JEEP,91
3,JEEP,92
3,JEEP,92
3,JEEP,86
3,JEEP,89
3,JEEP,86
5,JEEP,86
5,JEEP,88
5,TRICYCLE,86
5,MULTICAB,89
3,JEEP,91
3,JEEP,93
3,JEEP,93
3,JEEP,94
3,JEEP,93
3,JEEP,94
3,JEEP,94
3,JEEP,93
3,JEEP,90
3,JEEP,87
3,JEEP,92
3,JEEP,91
3,JEEP,92
3,JEEP,92
3,JEEP,88
3,JEEP,89
3,JEEP,89
5,TRICYCLE,88
3,TRUCK,85
3,VAN,86
3,VAN,89
3,VAN,90
3,BICYCLE,85
3,JEEP,85
3,JEEP,87
3,JEEP,88
3,JEEP,88
3,JEEP,85
3,JEEP,85
3,JEEP,88
3,JEEP,87
3,JEEP,88
3,JEEP,89
3,JEEP,88
3,JEEP,89
3,JEEP,89
3,JEEP,89
3,JEEP,88
3,JEEP,89
3,JEEP,88
3,JEEP,89
3,JEEP,88
3,JEEP,89
3,JEEP,89
3,JEEP,89
3,JEEP,88
3,JEEP,89
3,JEEP,89
3,JEEP,90
3,JEEP,89
3,JEEP,88
3,JEEP,88
3,JEEP,88
3,JEEP,87
3,JEEP,86
3,JEEP,85
3,JEEP,86
3,JEEP,86
3,JEEP,85
6,MULTICAB,86
3,JEEP,86
3,JEEP,86
6,MULTICAB,88
3,JEEP,86
6,MULTICAB,85
3,JEEP,89
3,JEEP,89
3,JEEP,88
3,JEEP,88
3,JEEP,88
3,JEEP,92
3,JEEP,91
3,JEEP,89
3,JEEP,92
3,JEEP,92
3,JEEP,92
3,JEEP,92
3,JEEP,92
3,JEEP,92
3,JEEP,92
3,JEEP,92
3,JEEP,89
3,JEEP,89
3,JEEP,92
3,JEEP,93
3,JEEP,93
3,JEEP,94
3,JEEP,94
3,JEEP,95
3,JEEP,95
3,JEEP,95
3,JEEP,94
3,JEEP,94
3,JEEP,94
3,JEEP,92
3,JEEP,94
3,JEEP,93
3,JEEP,94
3,JEEP,94
3,JEEP,91
3,JEEP,91
3,JEEP,93
3,JEEP,93
3,JEEP,92
3,JEEP,91
3,JEEP,87
3,VAN,85
3,VAN,86
3,VAN,88
3,VAN,86
3,VAN,89
3,CAR,85
3,CAR,88
8,MULTICAB,90
8,MULTICAB,94
8,MULTICAB,88
8,MULTICAB,90
8,MULTICAB,88
8,MULTICAB,90
8,MULTICAB,86
8,MULTICAB,86
8,MULTICAB,87
8,MULTICAB,85
9,MULTICAB,87
9,MULTICAB,88
9,MULTICAB,85
9,MULTICAB,88
9,MULTICAB,94
9,MULTICAB,94
9,MULTICAB,94
9,MULTICAB,94
9,MULTICAB,93
9,MULTICAB,91
9,MULTICAB,93
9,MULTICAB,90
9,JEEP,85
9,CAR,87
10,JEEP,88
10,JEEP,87
11,MULTICAB,95
11,MULTICAB,92
11,MULTICAB,94
11,MULTICAB,95
11,MULTICAB,92
11,MULTICAB,94
11,MULTICAB,95
11,MULTICAB,94
11,MULTICAB,95
11,MULTICAB,93
11,MULTICAB,93
11,MULTICAB,94
11,MULTICAB,92
11,MULTICAB,90
11,MULTICAB,91
11,MULTICAB,92
11,MULTICAB,90
11,MULTICAB,88
11,MULTICAB,93
11,MULTICAB,95
11,MULTICAB,92
11,MULTICAB,91
11,MULTICAB,89
12,JEEP,88
12,JEEP,89
12,JEEP,90
12,JEEP,93
12,JEEP,93
12,JEEP,90
12,JEEP,85
12,JEEP,90
12,JEEP,89
12,JEEP,90
12,JEEP,90
12,JEEP,92
12,JEEP,89
12,JEEP,92
12,JEEP,92
12,JEEP,92
12,JEEP,87
12,JEEP,89
12,JEEP,90
12,JEEP,88
12,JEEP,87
12,JEEP,89
12,JEEP,85
13,VAN,94
12,MULTICAB,96
12,MULTICAB,92
12,MULTICAB,91
12,MULTICAB,96
12,MULTICAB,92
12,MULTICAB,91
12,MULTICAB,85
13,JEEP,91
13,JEEP,92
13,JEEP,88
13,JEEP,92
13,JEEP,92
13,JEEP,93
13,JEEP,93
13,JEEP,91
13,JEEP,93
13,JEEP,94
13,JEEP,94
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,94
13,JEEP,94
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,96
13,JEEP,95
13,JEEP,95
13,JEEP,96
13,JEEP,96
13,JEEP,96
13,JEEP,96
13,JEEP,96
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,96
13,JEEP,96
13,JEEP,96
13,JEEP,96
13,JEEP,96
13,JEEP,96
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,96
13,JEEP,95
13,JEEP,93
13,JEEP,93
13,JEEP,93
13,JEEP,93
13,JEEP,93
13,JEEP,94
13,JEEP,93
13,JEEP,94
13,JEEP,93
13,JEEP,94
13,JEEP,92
13,JEEP,93
13,JEEP,90
13,JEEP,93
13,JEEP,92
13,JEEP,94
13,JEEP,93
13,JEEP,94
13,JEEP,94
13,JEEP,94
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,95
13,JEEP,94
13,JEEP,95
13,JEEP,95
13,JEEP,94
13,JEEP,94
13,JEEP,94
13,JEEP,89
13,TRICYCLE,86
13,JEEP,86
13,JEEP,88
13,JEEP,85
13,JEEP,89
13,TRUCK,94
13,TRICYCLE,89
13,TRICYCLE,92
13,TRICYCLE,92
13,TRICYCLE,92
13,TRICYCLE,86
13,TRICYCLE,87
14,VAN,90
14,VAN,93
14,VAN,94
14,VAN,89
14,VAN,93
14,VAN,90
14,VAN,94
14,VAN,93
14,VAN,92
14,VAN,86
14,MULTICAB,93
14,MULTICAB,93
14,MULTICAB,87
14,MULTICAB,87
15,JEEP,85
15,JEEP,92
15,JEEP,94
15,JEEP,93
15,JEEP,92
15,JEEP,94
15,JEEP,93
15,JEEP,92
15,JEEP,93
15,JEEP,93
15,JEEP,93
15,JEEP,93
15,JEEP,95
15,JEEP,94
15,JEEP,92
15,JEEP,91
15,JEEP,87
15,JEEP,90
15,JEEP,91
15,JEEP,88
15,JEEP,91
15,JEEP,86
15,JEEP,87
15,JEEP,88
15,JEEP,89
15,JEEP,89
15,JEEP,88
15,JEEP,85
15,JEEP,86
16,JEEP,86
16,JEEP,87
16,JEEP,90
16,JEEP,88
16,JEEP,93
16,JEEP,95
16,JEEP,94
16,JEEP,94
16,JEEP,92
16,JEEP,94
16,JEEP,92
16,JEEP,90
16,JEEP,91
16,JEEP,91
16,JEEP,86
16,JEEP,88
16,JEEP,88
16,JEEP,85
16,JEEP,90
16,JEEP,90
16,JEEP,87
16,JEEP,87
16,JEEP,85
16,JEEP,86
16,JEEP,86
16,JEEP,86
16,JEEP,86
16,JEEP,86
16,JEEP,88
16,JEEP,90
16,JEEP,88
16,JEEP,86
16,JEEP,85
16,JEEP,87
16,JEEP,87
16,JEEP,90
16,JEEP,87
16,JEEP,85
16,JEEP,90
16,JEEP,90
16,JEEP,87
16,JEEP,86
16,JEEP,89
16,JEEP,89
16,JEEP,88
16,JEEP,89
16,JEEP,89
16,JEEP,90
16,JEEP,90
16,JEEP,91
16,JEEP,91
16,JEEP,92
16,JEEP,91
16,JEEP,91
16,JEEP,90
16,JEEP,90
16,JEEP,90
16,JEEP,88
16,JEEP,88
16,JEEP,88
16,JEEP,89
16,JEEP,88
16,JEEP,90
16,JEEP,91
16,JEEP,91
16,JEEP,91
16,JEEP,90
16,JEEP,90
16,JEEP,89
16,JEEP,89
16,JEEP,89
16,JEEP,89
16,JEEP,89
16,JEEP,89
16,JEEP,88
16,JEEP,88
16,JEEP,86
16,JEEP,85
16,JEEP,85
16,JEEP,85
16,JEEP,86
16,JEEP,87
16,JEEP,87
16,JEEP,85
16,JEEP,85
16,JEEP,86
16,JEEP,85
16,JEEP,86
16,JEEP,88
16,JEEP,88
16,JEEP,88
16,JEEP,89
16,JEEP,89
16,JEEP,88
16,JEEP,87
16,JEEP,87
16,JEEP,87
16,JEEP,87
16,JEEP,86
16,JEEP,86
16,JEEP,87
16,JEEP,87
16,JEEP,88
16,JEEP,88
16,JEEP,87
16,JEEP,88
16,JEEP,87
16,JEEP,87
16,JEEP,86
16,JEEP,86
16,JEEP,86
16,JEEP,87
16,JEEP,87
16,JEEP,87
16,JEEP,87
16,JEEP,87
16,JEEP,87
16,JEEP,87
16,JEEP,88
16,JEEP,89
16,JEEP,89
16,JEEP,88
16,JEEP,89
16,JEEP,88
16,JEEP,89
16,JEEP,88
16,JEEP,88
16,JEEP,88
16,JEEP,88
16,JEEP,88
16,JEEP,86
17,CAR,93
17,CAR,92
17,CAR,90
17,CAR,96
17,CAR,91
17,CAR,94
17,CAR,94
17,CAR,89
17,CAR,88
17,CAR,90
17,CAR,86
17,CAR,88
17,CAR,88
17,CAR,87
17,CAR,92
17,CAR,86
17,CAR,91
17,CAR,92
17,CAR,95
17,CAR,92
17,CAR,91
17,CAR,89
17,CAR,86
17,CAR,87
18,TRICYCLE,86
18,TRICYCLE,86
18,TRICYCLE,86
20,JEEP,90
20,JEEP,93
20,JEEP,95
20,JEEP,94
20,JEEP,94
20,JEEP,92
20,JEEP,91
20,JEEP,90
20,JEEP,86
20,JEEP,87
20,JEEP,91
20,JEEP,90
20,JEEP,90
20,JEEP,86
20,JEEP,91
20,JEEP,88
20,TRICYCLE,86
20,TRICYCLE,91
20,TRICYCLE,93
20,TRICYCLE,86
20,TRICYCLE,87
20,TRICYCLE,85
21,MULTICAB,92
21,MULTICAB,95
21,MULTICAB,94
21,MULTICAB,92
21,MULTICAB,91
21,MULTICAB,91
21,MULTICAB,94
21,MULTICAB,86
21,MULTICAB,92
21,MULTICAB,87
21,MULTICAB,88
21,MULTICAB,90
21,MULTICAB,94
21,MULTICAB,89
21,MULTICAB,94
22,MULTICAB,93
22,MULTICAB,91
22,MULTICAB,93
22,MULTICAB,93
22,MULTICAB,94
22,MULTICAB,95
22,MULTICAB,96
22,MULTICAB,96
22,MULTICAB,96
22,MULTICAB,96
22,MULTICAB,96
22,MULTICAB,97
22,MULTICAB,96
22,MULTICAB,97
22,MULTICAB,96
22,MULTICAB,95
22,MULTICAB,97
22,MULTICAB,95
22,MULTICAB,95
22,MULTICAB,96
22,MULTICAB,95
22,MULTICAB,95
22,MULTICAB,95
22,MULTICAB,93
22,MULTICAB,89
22,MULTICAB,94
22,MULTICAB,94
22,MULTICAB,92
22,MULTICAB,92
22,MULTICAB,93
22,MULTICAB,94
22,MULTICAB,94
22,MULTICAB,95
22,MULTICAB,94
22,MULTICAB,95
22,MULTICAB,94
22,MULTICAB,90
22,MULTICAB,92
22,MULTICAB,92
22,MULTICAB,93
22,MULTICAB,89
23,TRUCK,91
23,TRUCK,89
23,TRUCK,90
23,TRUCK,93
23,TRUCK,91
23,TRUCK,85
23,TRUCK,89
23,TRUCK,85
23,TRUCK,87
23,TRUCK,87
23,JEEP,87
23,JEEP,90
23,JEEP,92
23,JEEP,93
23,JEEP,93
23,JEEP,90
23,JEEP,86
23,JEEP,88
23,JEEP,90
23,JEEP,91
23,JEEP,86
23,JEEP,86
23,JEEP,86
23,JEEP,86
23,JEEP,87
23,JEEP,89
23,JEEP,89
23,JEEP,88
23,JEEP,87
23,JEEP,85
24,JEEP,91
24,JEEP,88
24,JEEP,92
24,JEEP,93
24,JEEP,94
24,JEEP,94
24,JEEP,90
24,JEEP,93
24,JEEP,93
24,JEEP,91
24,JEEP,87
24,JEEP,88
24,JEEP,91
24,JEEP,91
24,JEEP,89
24,JEEP,92
24,JEEP,86
24,JEEP,87
24,JEEP,91
24,JEEP,85
24,CAR,89
24,CAR,91
25,VAN,92
25,VAN,96
25,VAN,90
25,VAN,94
25,VAN,91
25,VAN,93
25,JEEP,89
25,JEEP,93
25,JEEP,94
25,JEEP,95
25,JEEP,90
25,JEEP,93
25,JEEP,94
25,JEEP,90
25,JEEP,91
25,JEEP,86
25,JEEP,90
25,JEEP,86
25,JEEP,85
25,JEEP,88
25,JEEP,89
25,JEEP,88
25,JEEP,88
27,JEEP,87
27,JEEP,87
27,JEEP,88
27,JEEP,90
27,JEEP,91
27,JEEP,94
27,JEEP,94
27,JEEP,91
27,JEEP,94
27,JEEP,95
27,JEEP,94
27,JEEP,93
27,JEEP,95
27,JEEP,95
27,JEEP,93
27,JEEP,94
27,JEEP,91
27,JEEP,93
27,JEEP,91
27,JEEP,91
27,JEEP,89
27,JEEP,90
27,JEEP,89
27,JEEP,88
27,JEEP,93
27,JEEP,92
27,JEEP,92
27,JEEP,90
27,JEEP,89
27,JEEP,87
28,VAN,87
28,VAN,92
28,VAN,94
28,VAN,92
28,VAN,89
28,VAN,90
28,TRUCK,88
28,TRUCK,92
28,TRUCK,94
28,TRUCK,93
28,TRUCK,89
29,CAR,85
29,CAR,92
29,CAR,91
29,CAR,92
29,CAR,93
29,CAR,92
29,CAR,93
29,CAR,94
29,CAR,86
29,CAR,90
29,CAR,92
29,CAR,89
29,CAR,85
29,CAR,88
29,CAR,88
30,JEEP,90
30,JEEP,95
30,JEEP,95
30,JEEP,92
30,JEEP,91
30,JEEP,93
30,JEEP,94
30,JEEP,91
30,JEEP,92
30,JEEP,88
30,JEEP,90
30,JEEP,87
30,JEEP,88
30,JEEP,91
30,JEEP,89
30,JEEP,90
30,JEEP,91
30,JEEP,91
30,JEEP,89
30,JEEP,88
30,JEEP,89
30,CAR,86
30,TRICYCLE,90
30,TRICYCLE,92
30,TRICYCLE,93
30,TRICYCLE,92
30,TRICYCLE,91
30,TRICYCLE,90
30,TRICYCLE,91
30,TRICYCLE,90
30,TRICYCLE,86
30,TRICYCLE,89
30,TRICYCLE,90
30,TRICYCLE,90
30,TRICYCLE,89
30,TRICYCLE,89
30,TRICYCLE,91
30,TRICYCLE,87
30,TRICYCLE,92
33,JEEP,89
33,JEEP,90
33,JEEP,91
33,JEEP,90
33,JEEP,88
33,JEEP,91
33,JEEP,92
33,JEEP,93
33,JEEP,93
33,JEEP,95
33,JEEP,95
33,JEEP,96
33,JEEP,95
33,JEEP,95
33,JEEP,95
33,JEEP,96
33,JEEP,96
33,JEEP,96
33,JEEP,96
33,JEEP,96
33,JEEP,94
33,JEEP,88
33,JEEP,95
33,JEEP,94
33,JEEP,94
33,JEEP,92
33,JEEP,92
33,JEEP,93
33,JEEP,87
33,JEEP,88
33,JEEP,90
33,JEEP,89
33,JEEP,90
33,JEEP,91
33,JEEP,87
34,MULTICAB,89
34,MULTICAB,93
34,MULTICAB,93
34,MULTICAB,90
34,MULTICAB,95
34,MULTICAB,96
34,MULTICAB,96
34,MULTICAB,96
34,MULTICAB,96
34,MULTICAB,96
34,MULTICAB,87
34,MULTICAB,93
35,JEEP,89
37,CAR,89
37,CAR,91
37,CAR,88
37,CAR,92
37,CAR,92
37,CAR,93
37,CAR,93
37,CAR,93
37,CAR,93
37,CAR,93
37,CAR,93
37,CAR,93
37,CAR,92
37,CAR,87
37,CAR,86
37,CAR,87
37,CAR,86
35,CAR,88
35,CAR,90
38,BICYCLE,85
39,BICYCLE,86
39,BICYCLE,86
34,BICYCLE,88
34,BICYCLE,87
38,MOTORCYCLE,92
34,BICYCLE,88
34,JEEP,87
34,JEEP,94
34,JEEP,95
34,JEEP,92
34,JEEP,90
34,JEEP,94
34,JEEP,96
34,JEEP,95
34,JEEP,95
34,JEEP,88
34,JEEP,93
34,JEEP,92
34,JEEP,95
34,JEEP,95
34,JEEP,96
34,JEEP,89
34,JEEP,94
34,JEEP,93
34,JEEP,93
34,JEEP,90
34,JEEP,90
34,JEEP,87
34,JEEP,93
34,JEEP,88
34,JEEP,87
34,JEEP,86
34,TRICYCLE,91
34,TRICYCLE,89
34,TRICYCLE,90
34,TRICYCLE,85
40,TRICYCLE,92
40,TRICYCLE,92
40,TRICYCLE,90
40,TRICYCLE,92
40,TRICYCLE,91
40,TRICYCLE,91
40,TRICYCLE,92
40,TRICYCLE,92
40,TRICYCLE,91
40,TRICYCLE,91
40,TRICYCLE,91
40,TRICYCLE,90
40,TRICYCLE,86
40,TRICYCLE,87
40,TRICYCLE,86
40,TRICYCLE,86
40,TRICYCLE,88
40,TRICYCLE,93
40,TRICYCLE,96
40,TRICYCLE,96
40,TRICYCLE,93
40,TRICYCLE,89
40,TRICYCLE,91
40,TRICYCLE,88
40,TRICYCLE,90
40,TRICYCLE,91
40,TRICYCLE,87
41,BICYCLE,86
41,JEEP,92
41,JEEP,92
41,JEEP,95
41,JEEP,94
41,JEEP,94
41,JEEP,95
41,JEEP,96
41,JEEP,94
41,JEEP,95
41,JEEP,95
41,JEEP,95
41,JEEP,95
41,JEEP,95
41,JEEP,93
41,JEEP,93
41,JEEP,92
41,JEEP,91
41,JEEP,91
41,JEEP,89
41,JEEP,87
44,CAR,88
44,CAR,93
44,CAR,95
44,CAR,94
44,CAR,91
44,CAR,87
44,CAR,91
44,CAR,92
44,CAR,86
44,CAR,92
44,CAR,90
44,CAR,90
44,CAR,92
44,CAR,93
44,CAR,91
44,CAR,86
45,JEEP,91
45,JEEP,92
45,JEEP,94
45,JEEP,93
45,JEEP,96
45,JEEP,95
45,JEEP,95
45,JEEP,96
45,JEEP,95
45,JEEP,95
45,JEEP,95
45,JEEP,96
45,JEEP,95
45,JEEP,95
45,JEEP,93
45,JEEP,94
45,JEEP,93
45,JEEP,93
45,JEEP,93
45,JEEP,92
45,JEEP,90
45,JEEP,89
45,JEEP,90
45,JEEP,89
45,JEEP,89
45,JEEP,88
45,TRICYCLE,85
46,VAN,92
46,VAN,87
46,VAN,94
46,VAN,90
46,MULTICAB,90
46,MULTICAB,93
46,MULTICAB,92
46,MULTICAB,90
46,MULTICAB,91
46,MULTICAB,86
46,MULTICAB,89
46,MULTICAB,91
46,MULTICAB,90
46,MULTICAB,89
46,MULTICAB,85
47,BUS,90
47,BUS,86
47,BUS,86
47,JEEP,92
47,JEEP,93
47,JEEP,93
47,JEEP,91
47,JEEP,93
47,JEEP,95
47,JEEP,96
47,JEEP,95
47,JEEP,95
47,JEEP,95
47,JEEP,95
47,JEEP,94
47,JEEP,93
47,JEEP,95
47,JEEP,92
47,JEEP,93
47,JEEP,93
47,JEEP,93
47,JEEP,93
47,JEEP,94
47,JEEP,92
47,JEEP,92
47,JEEP,94
47,JEEP,92
47,JEEP,91
47,JEEP,91
47,JEEP,92
47,JEEP,90
47,JEEP,92
47,JEEP,92
47,JEEP,89
47,JEEP,88
47,JEEP,88
47,JEEP,89
47,JEEP,85
48,MULTICAB,94
48,MULTICAB,95
48,MULTICAB,94
48,MULTICAB,96
48,MULTICAB,96
48,MULTICAB,96
48,MULTICAB,94
48,MULTICAB,94
48,MULTICAB,90
48,MULTICAB,90
48,MULTICAB,94
48,MULTICAB,88
48,MULTICAB,90
48,MULTICAB,92
48,MULTICAB,94
48,MULTICAB,94
48,MULTICAB,87
48,MULTICAB,88
48,MULTICAB,85
48,MULTICAB,86
49,JEEP,93
49,JEEP,91
49,JEEP,91
49,JEEP,94
49,JEEP,95
49,JEEP,94
49,JEEP,94
49,JEEP,94
49,JEEP,95
49,JEEP,93
49,JEEP,93
49,JEEP,93
49,JEEP,93
49,JEEP,93
49,JEEP,93
49,JEEP,89
49,JEEP,90
49,JEEP,87
49,JEEP,94
49,JEEP,94
49,JEEP,90
49,JEEP,90
49,JEEP,90
49,JEEP,89
49,JEEP,91
49,JEEP,86
49,JEEP,89
49,JEEP,89
50,MULTICAB,87
50,MULTICAB,92
50,MULTICAB,94
50,MULTICAB,94
50,MULTICAB,95
50,MULTICAB,92
50,MULTICAB,94
50,MULTICAB,94
50,MULTICAB,95
50,MULTICAB,94
50,MULTICAB,93
50,MULTICAB,93
50,MULTICAB,95
50,MULTICAB,95
50,MULTICAB,96
50,MULTICAB,94
50,MULTICAB,94
50,MULTICAB,94
50,MULTICAB,91
50,MULTICAB,86
53,JEEP,94
53,JEEP,91
53,JEEP,95
53,JEEP,95
53,JEEP,92
53,JEEP,95
53,JEEP,96
53,JEEP,96
53,JEEP,95
53,JEEP,95
53,JEEP,93
53,JEEP,91
53,JEEP,89
53,JEEP,89
53,JEEP,88
53,JEEP,90
53,JEEP,88
53,JEEP,92
53,JEEP,91
53,JEEP,89
53,JEEP,92
53,JEEP,91
53,JEEP,87
53,JEEP,87
53,JEEP,89
53,TRICYCLE,89
53,TRICYCLE,88
53,TRICYCLE,85
53,TRICYCLE,89
53,TRICYCLE,91
55,VAN,91
55,VAN,89
55,VAN,95
55,VAN,96
55,VAN,95
55,VAN,96
55,VAN,96
55,VAN,92
55,VAN,91
55,MULTICAB,92
55,MULTICAB,90
55,MULTICAB,89
55,MULTICAB,91
57,MOTORCYCLE,89
57,MOTORCYCLE,88
57,MOTORCYCLE,88
57,MOTORCYCLE,88
57,MOTORCYCLE,91
57,MOTORCYCLE,89
57,MOTORCYCLE,85
59,TRICYCLE,87
59,TRICYCLE,89
59,TRICYCLE,92
59,TRICYCLE,91
59,TRICYCLE,89
59,TRICYCLE,92
59,TRICYCLE,91
59,TRICYCLE,92
59,TRICYCLE,92
59,TRICYCLE,90
59,TRICYCLE,92
59,TRICYCLE,90
59,TRICYCLE,87
59,TRICYCLE,89
59,TRICYCLE,92
59,TRICYCLE,87
59,TRICYCLE,91
59,TRICYCLE,91
59,TRICYCLE,89
60,CAR,91
60,CAR,91
60,VAN,89
59,CAR,86
60,JEEP,85
60,JEEP,88
60,JEEP,91
60,JEEP,93
60,JEEP,90
60,JEEP,91
60,JEEP,86
60,JEEP,91
60,JEEP,89
60,JEEP,86
60,JEEP,86
60,JEEP,93
60,JEEP,89
60,TRICYCLE,87
60,TRICYCLE,86
60,TRICYCLE,90
60,TRICYCLE,91
60,TRICYCLE,88
60,TRICYCLE,89
61,VAN,93
61,VAN,95
61,VAN,95
61,VAN,94
61,VAN,96
61,VAN,96
61,VAN,97
61,VAN,97
61,VAN,97
61,VAN,95
61,VAN,97
61,VAN,96
61,VAN,96
61,VAN,96
61,VAN,95
