DATE,TIME,BICYCLE,BUS,CAR,JEEPNEY,MOTORCYCLE,MULTICAB,TRICYCLE,TRUCK,VAN,TOTAL
2024-11-18,01:55:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,01:55:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,01:55:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:00:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:05:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:10:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:15:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:20:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:25:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:30:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:30:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:30:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:30:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:30:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:30:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:30:00,0,0,0,1,0,0,0,0,0,0
2024-11-18,02:30:00,0,0,0,1,0,0,0,0,0,0
